Order Number,Line Item,Order Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
786014,1,2017-02-24,1220106,65,2085,3,USD
787001,1,2017-02-25,1738243,0,1459,2,USD
787005,1,2017-02-25,668718,17,649,1,EUR
787006,1,2017-02-25,1840835,47,705,3,USD
787011,1,2017-02-25,1160065,39,648,7,GBP
787014,1,2017-02-25,349086,9,639,2,CAD
787016,1,2017-02-25,453255,19,1603,7,EUR
787019,1,2017-02-25,1288319,56,1627,5,USD
787024,1,2017-02-25,1600031,64,1262,2,USD
787025,1,2017-02-25,1119619,40,452,1,GBP
787027,1,2017-02-25,1381660,59,1624,3,USD
789001,1,2017-02-27,1845069,63,79,2,USD
789002,1,2017-02-27,955344,39,1069,1,GBP
789006,1,2017-02-27,1058292,42,127,2,GBP
790000,1,2017-02-28,1765910,66,2148,9,USD
790002,1,2017-02-28,1932412,0,1647,2,USD
790003,1,2017-02-28,865163,33,1647,3,EUR
790011,1,2017-02-28,276098,10,82,2,CAD
791000,1,2017-03-01,1906497,61,53,2,USD
791001,1,2017-03-01,1224252,53,1534,1,USD
791004,1,2017-03-01,1450225,64,409,5,USD
791007,1,2017-03-01,1705560,0,2066,1,USD
791011,1,2017-03-01,1344815,66,1604,4,USD
791013,1,2017-03-01,543834,20,31,2,EUR
792000,1,2017-03-02,130585,6,1573,7,AUD
792001,1,2017-03-02,809452,33,359,2,EUR
792011,1,2017-03-02,1334387,65,1717,3,USD
793000,1,2017-03-03,1291471,55,344,3,USD
793005,1,2017-03-03,1133148,37,86,1,GBP
793007,1,2017-03-03,1016078,41,458,3,GBP
794001,1,2017-03-04,1107471,42,1499,10,GBP
794009,1,2017-03-04,353313,8,1626,8,CAD
794011,1,2017-03-04,445719,27,372,1,EUR
794012,1,2017-03-04,1013139,40,990,3,GBP
794015,1,2017-03-04,80128,5,1585,4,AUD
796002,1,2017-03-06,1594267,51,1633,2,USD
797000,1,2017-03-07,2017884,66,1521,1,USD
797004,1,2017-03-07,1616350,59,1203,3,USD
797006,1,2017-03-07,1825948,0,85,1,USD
798000,1,2017-03-08,857048,0,100,3,EUR
798001,1,2017-03-08,354142,10,447,6,CAD
798004,1,2017-03-08,1895594,63,297,1,USD
798009,1,2017-03-08,1294930,48,1586,6,USD
798011,1,2017-03-08,365953,8,2089,6,CAD
799000,1,2017-03-09,490731,24,1780,8,EUR
799005,1,2017-03-09,490850,22,447,1,EUR
799007,1,2017-03-09,1533246,64,120,1,USD
799008,1,2017-03-09,665370,0,937,10,EUR
799010,1,2017-03-09,1719829,50,152,1,USD
800002,1,2017-03-10,417360,23,115,2,EUR
800008,1,2017-03-10,1049709,38,445,2,GBP
801006,1,2017-03-11,1799269,64,113,9,USD
801010,1,2017-03-11,1673040,57,434,1,USD
801011,1,2017-03-11,1694565,51,1724,2,USD
801012,1,2017-03-11,1541000,54,1412,1,USD
801013,1,2017-03-11,302755,8,990,2,CAD
802000,1,2017-03-12,1817680,65,114,1,USD
803000,1,2017-03-13,1076090,0,1219,1,GBP
805001,1,2017-03-15,2077084,61,7,5,USD
806004,1,2017-03-16,1383155,53,669,3,USD
808000,1,2017-03-18,1802872,48,1614,2,USD
846000,1,2017-04-25,400856,0,1578,6,EUR
847000,1,2017-04-26,162355,5,1560,2,AUD
847001,1,2017-04-26,1699480,43,47,2,USD
848001,1,2017-04-27,1094291,0,301,1,GBP
849002,1,2017-04-28,2030678,63,154,3,USD
849003,1,2017-04-28,461163,22,1756,1,EUR
849004,1,2017-04-28,1707959,55,692,1,USD
850002,1,2017-04-29,798120,28,1465,2,EUR
850003,1,2017-04-29,579567,23,1484,3,EUR
850005,1,2017-04-29,1662334,55,1458,1,USD
850007,1,2017-04-29,454548,19,64,2,EUR
850008,1,2017-04-29,921384,42,350,1,GBP
850011,1,2017-04-29,762498,29,1476,10,EUR
852004,1,2017-05-01,497679,27,714,5,EUR
853000,1,2017-05-02,877812,32,243,8,EUR
853003,1,2017-05-02,1234232,0,504,6,USD
853004,1,2017-05-02,778636,28,55,3,EUR
853005,1,2017-05-02,1606767,0,840,2,USD
854000,1,2017-05-03,793867,30,119,3,EUR
854003,1,2017-05-03,1373561,44,1303,4,USD
854004,1,2017-05-03,1491550,63,1943,2,USD
854011,1,2017-05-03,1458811,61,1432,8,USD
855000,1,2017-05-04,1579735,50,1685,4,USD
855003,1,2017-05-04,1218776,0,61,4,USD
855008,1,2017-05-04,139376,1,781,3,AUD
855009,1,2017-05-04,240085,10,446,4,CAD
855011,1,2017-05-04,723572,29,175,2,EUR
856000,1,2017-05-05,177231,5,457,6,AUD
856003,1,2017-05-05,500332,23,1687,5,EUR
856005,1,2017-05-05,1143203,41,433,2,GBP
856007,1,2017-05-05,1116156,40,2093,7,GBP
857002,1,2017-05-06,1633967,64,2496,5,USD
859003,1,2017-05-08,1109419,41,2087,1,GBP
859005,1,2017-05-08,215236,9,1637,3,CAD
860004,1,2017-05-09,970480,0,1035,1,GBP
860007,1,2017-05-09,1160349,41,1036,4,GBP
860008,1,2017-05-09,470965,27,164,1,EUR
861000,1,2017-05-10,1800716,64,101,3,USD
861006,1,2017-05-10,430140,23,1603,3,EUR
861009,1,2017-05-10,873057,34,2270,2,EUR
862001,1,2017-05-11,1507090,0,1587,5,USD
862010,1,2017-05-11,1785735,45,448,1,USD
863007,1,2017-05-12,1239772,0,1549,7,USD
864001,1,2017-05-13,340460,9,1604,2,CAD
864005,1,2017-05-13,1839940,44,1601,4,USD
864006,1,2017-05-13,951613,0,1599,5,GBP
864010,1,2017-05-13,1710324,48,1811,2,USD
864012,1,2017-05-13,1292130,51,156,5,USD
864015,1,2017-05-13,241006,10,1488,3,CAD
865000,1,2017-05-14,1355155,0,1350,1,USD
866005,1,2017-05-15,1421890,48,186,1,USD
867004,1,2017-05-16,1243894,63,2064,2,USD
868000,1,2017-05-17,236812,0,112,2,CAD
868001,1,2017-05-17,446735,19,2510,2,EUR
868002,1,2017-05-17,270462,0,742,1,CAD
868003,1,2017-05-17,136134,0,255,5,AUD
868005,1,2017-05-17,1855892,66,189,2,USD
868006,1,2017-05-17,1068419,41,1592,8,GBP
869000,1,2017-05-18,1132350,0,1083,3,GBP
870001,1,2017-05-19,966867,42,1405,7,GBP
870008,1,2017-05-19,1998013,63,1591,2,USD
871000,1,2017-05-20,748710,30,171,6,EUR
871001,1,2017-05-20,459996,22,1579,2,EUR
871003,1,2017-05-20,1131276,0,960,1,GBP
871015,1,2017-05-20,1936378,0,1634,2,USD
873001,1,2017-05-22,1058787,38,1576,2,GBP
873002,1,2017-05-22,1203201,0,189,2,USD
873003,1,2017-05-22,1633967,55,1584,4,USD
873006,1,2017-05-22,1198127,39,1234,1,GBP
874004,1,2017-05-23,725795,0,1203,3,EUR
874007,1,2017-05-23,1982247,43,1948,1,USD
875000,1,2017-05-24,1736536,55,108,2,USD
875010,1,2017-05-24,1248112,65,106,1,USD
876000,1,2017-05-25,1328884,45,1012,9,USD
876003,1,2017-05-25,2059595,51,1397,9,USD
876004,1,2017-05-25,1616350,44,80,6,USD
876005,1,2017-05-25,372299,10,1621,1,CAD
876008,1,2017-05-25,1003107,0,1176,2,GBP
876010,1,2017-05-25,45436,5,2109,1,AUD
876011,1,2017-05-25,939443,41,166,1,GBP
876012,1,2017-05-25,1619118,61,1441,4,USD
877000,1,2017-05-26,357853,9,117,2,CAD
877005,1,2017-05-26,82644,0,374,4,AUD
877008,1,2017-05-26,1451466,0,334,6,USD
878006,1,2017-05-27,780974,30,1597,7,EUR
878010,1,2017-05-27,1894588,66,1611,1,USD
878013,1,2017-05-27,787315,28,1429,8,EUR
879000,1,2017-05-28,1624311,0,305,3,USD
880001,1,2017-05-29,1366250,50,886,3,USD
880002,1,2017-05-29,687324,14,2106,4,EUR
880004,1,2017-05-29,762108,30,144,3,EUR
880006,1,2017-05-29,1224103,66,92,2,USD
881003,1,2017-05-30,734558,30,68,3,EUR
881008,1,2017-05-30,1950414,0,1657,1,USD
882000,1,2017-05-31,1956404,0,1308,8,USD
882005,1,2017-05-31,1756761,0,104,1,USD
883003,1,2017-06-01,859566,33,646,7,EUR
883007,1,2017-06-01,791753,28,51,2,EUR
883010,1,2017-06-01,1792688,43,1459,3,USD
883011,1,2017-06-01,969762,40,1607,8,GBP
884001,1,2017-06-02,1096960,41,1946,2,GBP
884003,1,2017-06-02,713137,30,2009,3,EUR
884007,1,2017-06-02,2039683,56,1130,1,USD
885003,1,2017-06-03,1006080,0,97,7,GBP
885008,1,2017-06-03,416872,27,2092,4,EUR
885010,1,2017-06-03,438322,27,502,1,EUR
885012,1,2017-06-03,1190907,36,127,1,GBP
885013,1,2017-06-03,1780707,50,439,6,USD
885015,1,2017-06-03,126573,0,701,4,AUD
887001,1,2017-06-05,666716,15,1648,1,EUR
888004,1,2017-06-06,354142,8,2102,1,CAD
888006,1,2017-06-06,1274790,51,1635,3,USD
888007,1,2017-06-06,1678735,54,98,7,USD
888008,1,2017-06-06,750139,29,465,2,EUR
889002,1,2017-06-07,1775355,61,2069,2,USD
889003,1,2017-06-07,694539,0,73,1,EUR
889004,1,2017-06-07,909530,41,1105,1,GBP
889005,1,2017-06-07,1877054,64,2466,1,USD
889006,1,2017-06-07,99189,6,167,4,AUD
889007,1,2017-06-07,1605807,59,96,2,USD
889009,1,2017-06-07,1691296,56,1476,1,USD
889011,1,2017-06-07,883396,31,154,2,EUR
890004,1,2017-06-08,1430214,53,459,1,USD
890005,1,2017-06-08,1561561,56,1742,1,USD
890008,1,2017-06-08,1213305,0,167,1,USD
890009,1,2017-06-08,703000,0,30,2,EUR
891001,1,2017-06-09,741381,0,1,1,EUR
891002,1,2017-06-09,1733897,56,142,1,USD
891003,1,2017-06-09,1891818,47,2085,1,USD
891005,1,2017-06-09,1571311,65,1614,1,USD
892000,1,2017-06-10,290812,8,1662,1,CAD
892002,1,2017-06-10,1673408,55,1842,10,USD
892003,1,2017-06-10,1572157,59,452,1,USD
892006,1,2017-06-10,1674304,43,1294,1,USD
892007,1,2017-06-10,1792947,0,2029,2,USD
892008,1,2017-06-10,1588361,57,153,3,USD
892014,1,2017-06-10,1812851,57,1462,2,USD
893000,1,2017-06-11,844474,34,1305,1,EUR
894000,1,2017-06-12,1737326,0,2480,9,USD
894003,1,2017-06-12,126633,4,1605,1,AUD
894006,1,2017-06-12,1594290,56,976,7,USD
895004,1,2017-06-13,1952591,45,429,7,USD
895007,1,2017-06-13,227646,10,113,4,CAD
895008,1,2017-06-13,1995071,48,1024,2,USD
896004,1,2017-06-14,1211756,55,433,7,USD
896010,1,2017-06-14,459096,22,417,1,EUR
896012,1,2017-06-14,1053706,41,2122,3,GBP
898000,1,2017-06-16,1180069,42,676,1,GBP
898002,1,2017-06-16,1135250,38,454,1,GBP
898006,1,2017-06-16,2032025,65,1583,2,USD
898008,1,2017-06-16,1510628,0,1700,1,USD
899000,1,2017-06-17,812557,32,2304,4,EUR
899006,1,2017-06-17,1264784,56,107,2,USD
899009,1,2017-06-17,718462,30,82,2,EUR
899010,1,2017-06-17,1635374,0,60,2,USD
899013,1,2017-06-17,940026,41,638,3,GBP
901000,1,2017-06-19,1231909,55,561,1,USD
901001,1,2017-06-19,837475,32,2496,4,EUR
901006,1,2017-06-19,1325805,59,73,2,USD
902000,1,2017-06-20,1421952,0,1401,5,USD
902002,1,2017-06-20,1312078,55,179,2,USD
902008,1,2017-06-20,978532,0,102,3,GBP
903001,1,2017-06-21,1297155,51,1447,4,USD
903003,1,2017-06-21,1111848,36,1129,1,GBP
903009,1,2017-06-21,1956520,66,1451,3,USD
903011,1,2017-06-21,823079,34,171,2,EUR
904002,1,2017-06-22,1001199,0,1593,2,GBP
904004,1,2017-06-22,1118097,39,1106,1,GBP
904005,1,2017-06-22,323119,8,1334,2,CAD
904008,1,2017-06-22,1057875,38,1316,4,GBP
905000,1,2017-06-23,2045827,54,1410,2,USD
905006,1,2017-06-23,70544,5,1736,3,AUD
906001,1,2017-06-24,949774,38,2047,6,GBP
906007,1,2017-06-24,922350,42,93,7,GBP
906009,1,2017-06-24,2095952,47,1613,2,USD
906010,1,2017-06-24,1721961,44,70,2,USD
906013,1,2017-06-24,1991239,0,1659,8,USD
908002,1,2017-06-26,1087841,41,2512,7,GBP
908003,1,2017-06-26,1389855,56,2368,7,USD
908006,1,2017-06-26,1982150,51,58,1,USD
909002,1,2017-06-27,1806498,0,1656,7,USD
909006,1,2017-06-27,1226395,45,112,1,USD
910000,1,2017-06-28,62163,0,1145,2,AUD
910001,1,2017-06-28,1914720,0,3,2,USD
910004,1,2017-06-28,1451431,47,1399,2,USD
910012,1,2017-06-28,1510144,54,1691,1,USD
911004,1,2017-06-29,1486980,57,303,2,USD
911009,1,2017-06-29,1367800,45,706,6,USD
911010,1,2017-06-29,785441,0,1947,5,EUR
911013,1,2017-06-29,1618878,50,181,1,USD
912001,1,2017-06-30,85265,5,2438,3,AUD
912007,1,2017-06-30,1713950,0,455,2,USD
912008,1,2017-06-30,1148931,41,2112,3,GBP
913001,1,2017-07-01,1127584,38,1151,1,GBP
913003,1,2017-07-01,1457500,55,161,1,USD
913007,1,2017-07-01,1802396,54,604,3,USD
913008,1,2017-07-01,529509,0,434,7,EUR
913010,1,2017-07-01,1375827,57,2047,7,USD
913011,1,2017-07-01,1484053,48,1190,2,USD
915000,1,2017-07-03,1594791,44,1664,8,USD
915002,1,2017-07-03,859587,33,67,4,EUR
915003,1,2017-07-03,254861,9,1630,1,CAD
916002,1,2017-07-04,1458350,61,457,2,USD
916008,1,2017-07-04,2025509,59,1605,2,USD
917001,1,2017-07-05,539203,0,62,2,EUR
917003,1,2017-07-05,1062944,0,42,3,GBP
917005,1,2017-07-05,873057,31,428,4,EUR
917006,1,2017-07-05,218298,0,1480,2,CAD
917008,1,2017-07-05,878556,31,1599,3,EUR
917009,1,2017-07-05,1320851,63,366,1,USD
917012,1,2017-07-05,401123,20,423,5,EUR
918002,1,2017-07-06,1089890,42,1022,2,GBP
918006,1,2017-07-06,1240910,61,802,3,USD
918008,1,2017-07-06,923935,0,1646,1,GBP
918009,1,2017-07-06,638172,15,124,7,EUR
918011,1,2017-07-06,309936,0,1633,9,CAD
919001,1,2017-07-07,1011043,40,424,2,GBP
919002,1,2017-07-07,239647,9,588,4,CAD
919003,1,2017-07-07,616346,15,1527,6,EUR
920001,1,2017-07-08,689013,0,1588,6,EUR
920004,1,2017-07-08,1233925,0,441,2,USD
920006,1,2017-07-08,840642,34,458,1,EUR
920016,1,2017-07-08,1471397,65,78,2,USD
921000,1,2017-07-09,1586620,50,585,3,USD
922005,1,2017-07-10,1397271,45,2135,1,USD
922006,1,2017-07-10,69645,5,51,1,AUD
923001,1,2017-07-11,1661596,0,50,1,USD
923002,1,2017-07-11,253813,0,2517,4,CAD
923004,1,2017-07-11,1892767,50,2096,4,USD
923005,1,2017-07-11,1233958,0,1520,3,USD
923007,1,2017-07-11,1033227,39,62,2,GBP
924002,1,2017-07-12,1207956,66,1455,2,USD
924009,1,2017-07-12,1057356,40,2144,2,GBP
924011,1,2017-07-12,1335146,59,456,6,USD
925000,1,2017-07-13,530451,19,1619,4,EUR
925001,1,2017-07-13,1429222,59,456,1,USD
925011,1,2017-07-13,1767377,61,1828,1,USD
925013,1,2017-07-13,632752,0,1629,5,EUR
926005,1,2017-07-14,933569,38,2054,2,GBP
926007,1,2017-07-14,888655,31,117,3,EUR
927003,1,2017-07-15,138242,5,118,9,AUD
927006,1,2017-07-15,1680728,55,593,2,USD
927008,1,2017-07-15,1493457,45,427,3,USD
927011,1,2017-07-15,1942638,64,2001,2,USD
927012,1,2017-07-15,374235,10,1001,1,CAD
927013,1,2017-07-15,261686,10,1611,3,CAD
927014,1,2017-07-15,265593,10,100,1,CAD
927015,1,2017-07-15,492898,23,2446,1,EUR
927016,1,2017-07-15,1564987,56,182,1,USD
929001,1,2017-07-17,1087790,37,363,1,GBP
929005,1,2017-07-17,1867252,59,392,1,USD
930000,1,2017-07-18,829346,33,1908,6,EUR
930001,1,2017-07-18,1154367,41,621,5,GBP
930002,1,2017-07-18,1730391,47,1177,4,USD
930003,1,2017-07-18,2059592,65,2064,3,USD
930006,1,2017-07-18,1208615,55,406,3,USD
930007,1,2017-07-18,532138,20,556,1,EUR
930008,1,2017-07-18,1678602,63,605,7,USD
931002,1,2017-07-19,1737854,65,2049,1,USD
931007,1,2017-07-19,995332,36,26,4,GBP
931011,1,2017-07-19,556482,23,2423,7,EUR
931012,1,2017-07-19,768386,29,723,1,EUR
932000,1,2017-07-20,1826676,50,1195,7,USD
932001,1,2017-07-20,740028,29,1484,8,EUR
932004,1,2017-07-20,228792,0,2487,2,CAD
932006,1,2017-07-20,459273,27,181,4,EUR
932007,1,2017-07-20,1302853,43,1605,1,USD
933002,1,2017-07-21,1224252,0,1396,1,USD
933004,1,2017-07-21,1214993,59,187,1,USD
933005,1,2017-07-21,510088,0,911,6,EUR
934002,1,2017-07-22,961452,0,1898,2,GBP
934003,1,2017-07-22,253233,0,57,1,CAD
934004,1,2017-07-22,152908,6,1423,5,AUD
934009,1,2017-07-22,1807649,55,2076,3,USD
934010,1,2017-07-22,1531146,66,456,1,USD
934011,1,2017-07-22,1629941,43,459,1,USD
937001,1,2017-07-25,29555,6,438,4,AUD
937005,1,2017-07-25,79131,6,1660,2,AUD
938001,1,2017-07-26,1227579,0,1446,1,USD
938003,1,2017-07-26,1947876,50,1117,1,USD
939000,1,2017-07-27,777813,28,80,2,EUR
939005,1,2017-07-27,1478441,48,2089,1,USD
940001,1,2017-07-28,71218,4,164,7,AUD
940002,1,2017-07-28,1336484,55,509,3,USD
940003,1,2017-07-28,1257713,54,2089,4,USD
941000,1,2017-07-29,1168645,0,714,7,GBP
941004,1,2017-07-29,94758,6,2052,9,AUD
943000,1,2017-07-31,578888,0,492,1,EUR
943002,1,2017-07-31,432958,19,1967,8,EUR
944000,1,2017-08-01,1414248,54,1577,6,USD
945005,1,2017-08-02,2076591,64,70,3,USD
946004,1,2017-08-03,1230348,54,98,7,USD
946006,1,2017-08-03,1387459,0,1649,3,USD
947003,1,2017-08-04,1576374,0,106,1,USD
948002,1,2017-08-05,25771,4,1462,9,AUD
948004,1,2017-08-05,524042,0,2499,3,EUR
948005,1,2017-08-05,357165,9,1587,3,CAD
948008,1,2017-08-05,454192,0,1587,1,EUR
950000,1,2017-08-07,1924329,63,1595,4,USD
951000,1,2017-08-08,1119822,0,1394,1,GBP
951004,1,2017-08-08,1578933,57,1441,1,USD
951005,1,2017-08-08,1692156,53,1648,2,USD
951008,1,2017-08-08,1656683,64,1649,6,USD
952000,1,2017-08-09,297674,8,172,5,CAD
952001,1,2017-08-09,1921829,0,693,2,USD
952006,1,2017-08-09,897914,34,174,3,EUR
952010,1,2017-08-09,366365,9,1595,9,CAD
953000,1,2017-08-10,220902,10,1434,4,CAD
953004,1,2017-08-10,396388,9,1777,8,CAD
953007,1,2017-08-10,466143,27,428,2,EUR
953008,1,2017-08-10,528022,22,2257,3,EUR
953010,1,2017-08-10,1998481,45,599,1,USD
954001,1,2017-08-11,1029513,36,586,1,GBP
954005,1,2017-08-11,82533,1,55,1,AUD
954007,1,2017-08-11,1111645,36,1195,3,GBP
954008,1,2017-08-11,2005934,64,1221,7,USD
955003,1,2017-08-12,2061136,47,736,1,USD
955010,1,2017-08-12,50741,4,1641,2,AUD
955015,1,2017-08-12,1168612,42,54,1,GBP
957005,1,2017-08-14,166813,5,1458,7,AUD
957006,1,2017-08-14,1101670,39,107,6,GBP
958000,1,2017-08-15,1381466,63,1578,2,USD
958009,1,2017-08-15,1480712,63,126,7,USD
959003,1,2017-08-16,1385904,48,2098,3,USD
959009,1,2017-08-16,1699027,45,1483,3,USD
959010,1,2017-08-16,1923520,56,1467,7,USD
959011,1,2017-08-16,1206573,50,1596,7,USD
959012,1,2017-08-16,623323,15,691,2,EUR
960005,1,2017-08-17,1841562,51,86,4,USD
960006,1,2017-08-17,1647241,0,2508,2,USD
960008,1,2017-08-17,1283914,53,623,5,USD
960012,1,2017-08-17,1243331,57,1616,3,USD
961005,1,2017-08-18,702340,29,520,3,EUR
961009,1,2017-08-18,708076,29,167,6,EUR
962000,1,2017-08-19,509248,22,31,3,EUR
962004,1,2017-08-19,1010245,40,2110,10,GBP
962007,1,2017-08-19,1783995,48,2092,3,USD
962009,1,2017-08-19,34850,0,450,2,AUD
962010,1,2017-08-19,469440,19,56,8,EUR
962011,1,2017-08-19,1172845,36,141,1,GBP
962013,1,2017-08-19,856134,33,2508,9,EUR
962014,1,2017-08-19,1967017,47,99,6,USD
962017,1,2017-08-19,320854,9,851,8,CAD
963000,1,2017-08-20,356049,8,428,3,CAD
964000,1,2017-08-21,1353582,0,1619,4,USD
964003,1,2017-08-21,1098793,39,1249,3,GBP
964007,1,2017-08-21,1101686,42,2107,7,GBP
965001,1,2017-08-22,2063107,63,1651,2,USD
965002,1,2017-08-22,367824,10,1648,1,CAD
966006,1,2017-08-23,1869542,0,1680,5,USD
966009,1,2017-08-23,449672,22,60,4,EUR
966011,1,2017-08-23,1610098,59,2099,3,USD
967002,1,2017-08-24,780974,29,1225,3,EUR
967009,1,2017-08-24,1388434,47,1427,1,USD
968001,1,2017-08-25,1414525,51,498,6,USD
968004,1,2017-08-25,27945,0,1338,2,AUD
968005,1,2017-08-25,1661476,43,447,1,USD
968006,1,2017-08-25,973459,39,109,2,GBP
968008,1,2017-08-25,1756364,65,1026,1,USD
968009,1,2017-08-25,1167987,42,2380,10,GBP
969001,1,2017-08-26,1615113,55,2011,3,USD
969002,1,2017-08-26,1325088,44,2109,2,USD
969004,1,2017-08-26,333599,8,92,2,CAD
970000,1,2017-08-27,1626758,65,458,4,USD
971003,1,2017-08-28,1605189,63,91,3,USD
971004,1,2017-08-28,240341,9,1473,1,CAD
972004,1,2017-08-29,1207956,66,2498,6,USD
972008,1,2017-08-29,217020,8,429,1,CAD
972009,1,2017-08-29,1996959,47,882,3,USD
973000,1,2017-08-30,1947004,66,2004,3,USD
973004,1,2017-08-30,1857984,51,884,6,USD
973010,1,2017-08-30,717325,30,428,1,EUR
973012,1,2017-08-30,1044258,39,1697,1,GBP
974001,1,2017-08-31,911841,42,1574,2,GBP
974003,1,2017-08-31,1821386,0,70,1,USD
974005,1,2017-08-31,1264995,43,602,4,USD
974006,1,2017-08-31,639758,0,1651,1,EUR
974008,1,2017-08-31,1214063,0,2162,2,USD
974009,1,2017-08-31,1792421,63,1644,4,USD
974013,1,2017-08-31,1986927,45,54,1,USD
975001,1,2017-09-01,1472632,0,2385,1,USD
975002,1,2017-09-01,1857896,55,2503,6,USD
975003,1,2017-09-01,329620,9,2470,1,CAD
975009,1,2017-09-01,1855974,0,1733,3,USD
976000,1,2017-09-02,2035862,45,868,6,USD
976006,1,2017-09-02,1766887,54,53,5,USD
976009,1,2017-09-02,76714,0,1542,1,AUD
976013,1,2017-09-02,946857,42,120,2,GBP
978000,1,2017-09-04,831717,0,1393,7,EUR
978002,1,2017-09-04,956441,0,1516,1,GBP
978005,1,2017-09-04,2020068,0,1521,3,USD
979004,1,2017-09-05,1996680,66,79,1,USD
980000,1,2017-09-06,1247394,0,103,1,USD
980003,1,2017-09-06,961929,40,1021,1,GBP
980006,1,2017-09-06,1616162,54,2101,1,USD
981000,1,2017-09-07,396944,8,1501,1,CAD
981010,1,2017-09-07,1146089,0,1698,2,GBP
981012,1,2017-09-07,1368025,44,1803,2,USD
982000,1,2017-09-08,1690458,48,1673,2,USD
982002,1,2017-09-08,892533,0,2102,3,EUR
982004,1,2017-09-08,552019,22,453,2,EUR
982007,1,2017-09-08,270917,8,1609,1,CAD
982009,1,2017-09-08,501476,27,448,2,EUR
983000,1,2017-09-09,1388801,44,1552,2,USD
983001,1,2017-09-09,1522988,56,1783,5,USD
983004,1,2017-09-09,1433136,65,441,1,USD
983007,1,2017-09-09,1265271,0,103,7,USD
983011,1,2017-09-09,1699027,43,364,3,USD
983012,1,2017-09-09,2069957,64,1156,3,USD
983013,1,2017-09-09,584901,27,2069,5,EUR
983014,1,2017-09-09,1536373,44,1696,1,USD
983015,1,2017-09-09,2061563,0,2495,2,USD
984000,1,2017-09-10,1893682,54,422,1,USD
985006,1,2017-09-11,1568116,45,1939,2,USD
986001,1,2017-09-12,1210706,43,1445,3,USD
986003,1,2017-09-12,690102,16,1676,3,EUR
986007,1,2017-09-12,1874501,51,2492,1,USD
986008,1,2017-09-12,779320,30,96,5,EUR
987001,1,2017-09-13,2054326,0,1374,2,USD
987007,1,2017-09-13,718811,29,453,3,EUR
987009,1,2017-09-13,1213454,61,1203,2,USD
987010,1,2017-09-13,1412880,0,2435,2,USD
987012,1,2017-09-13,1773985,0,1261,8,USD
988004,1,2017-09-14,1392332,53,1637,3,USD
988005,1,2017-09-14,1853113,64,1364,6,USD
988011,1,2017-09-14,1907494,51,1740,6,USD
989002,1,2017-09-15,1295537,50,247,2,USD
989003,1,2017-09-15,449456,24,447,7,EUR
989008,1,2017-09-15,1559226,0,1038,5,USD
989009,1,2017-09-15,758534,30,2183,6,EUR
990002,1,2017-09-16,531198,0,1480,2,EUR
990004,1,2017-09-16,472719,19,2094,1,EUR
990007,1,2017-09-16,1807158,57,2371,2,USD
990011,1,2017-09-16,1724799,0,1482,5,USD
990012,1,2017-09-16,500332,20,39,8,EUR
992002,1,2017-09-18,1453451,64,1344,1,USD
992003,1,2017-09-18,1067702,36,1589,2,GBP
992006,1,2017-09-18,1767858,0,58,1,USD
993000,1,2017-09-19,1866421,51,445,2,USD
993005,1,2017-09-19,1732048,0,1647,1,USD
993006,1,2017-09-19,808000,32,1710,8,EUR
994002,1,2017-09-20,567108,0,2054,3,EUR
994003,1,2017-09-20,1370349,63,1459,1,USD
994004,1,2017-09-20,570146,24,30,4,EUR
994007,1,2017-09-20,455244,24,1645,3,EUR
994013,1,2017-09-20,1655136,57,2264,5,USD
995003,1,2017-09-21,891356,33,365,10,EUR
995011,1,2017-09-21,1499462,43,983,5,USD
996001,1,2017-09-22,1409991,48,1649,3,USD
996005,1,2017-09-22,377854,8,2510,1,CAD
997000,1,2017-09-23,1145201,38,1448,4,GBP
997003,1,2017-09-23,516944,20,2497,7,EUR
997005,1,2017-09-23,1915156,0,1217,1,USD
997009,1,2017-09-23,1112155,42,480,5,GBP
997018,1,2017-09-23,1474188,50,1670,5,USD
999001,1,2017-09-25,1751091,47,2098,4,USD
999004,1,2017-09-25,2088314,0,1617,1,USD
999006,1,2017-09-25,1434562,51,1293,2,USD
999007,1,2017-09-25,496867,23,1520,3,EUR
1000003,1,2017-09-26,1574270,66,48,2,USD
1000005,1,2017-09-26,497899,19,1546,1,EUR
1000006,1,2017-09-26,758494,30,1657,8,EUR
1000008,1,2017-09-26,354010,8,98,1,CAD
1001000,1,2017-09-27,1883710,51,2419,2,USD
1001005,1,2017-09-27,1028704,36,603,1,GBP
1001011,1,2017-09-27,247032,8,448,1,CAD
1001012,1,2017-09-27,1845648,51,1357,1,USD
1002000,1,2017-09-28,836443,32,1437,10,EUR
1002002,1,2017-09-28,1997765,48,443,3,USD
1002006,1,2017-09-28,165032,6,1414,2,AUD
1002011,1,2017-09-28,1513646,0,1790,3,USD
1002013,1,2017-09-28,1307638,65,1448,4,USD
1002014,1,2017-09-28,1267970,65,445,1,USD
1003001,1,2017-09-29,1139356,42,1112,3,GBP
1003007,1,2017-09-29,1091419,37,491,3,GBP
1003009,1,2017-09-29,1691988,0,21,2,USD
1004002,1,2017-09-30,1533095,55,1631,1,USD
1004007,1,2017-09-30,133928,6,1449,9,AUD
1004009,1,2017-09-30,32455,6,2110,3,AUD
1004012,1,2017-09-30,1877046,0,918,6,USD
1005000,1,2017-10-01,1487390,45,2103,6,USD
